Date,Product,Category,Units_Sold,Price,Revenue,Region,Rating,Discount,Final Price
2025-12-05,Headphones,Accessories,51,23111.0,1178661.0,East,4,7,21493.23
2025-12-06,Tablet,Electronics,13,104261.0,1355393.0,North,2,12,91749.68000000001
2025-12-07,Mobile,Electronics,103,32756.0,3373868.0,West,1,17,27187.48
2025-12-08,TV,Electronics,24,78331.0,1879944.0,North,1,15,66581.34999999999
2025-12-09,Watch,Electronics,126,2169.0,273294.0,East,2,12,1908.72
2025-12-10,Watch,Footwear,65,43953.0,2856945.0,East,4,17,36480.99
2025-12-11,Shirt,Footwear,127,83011.0,10542397.0,North,5,16,69729.23999999999
2025-12-12,Headphones,Electronics,86,4670.0,401620.0,West,2,14,4016.2
2025-12-13,Shoes,Accessories,66,10425.0,688050.0,South,4,5,9903.75
2025-12-14,Mobile,Accessories,149,108060.0,16100940.0,South,2,19,87528.6
2025-12-15,Pants,Electronics,7,107710.0,753970.0,West,3,6,101247.4
2025-12-16,Pants,Electronics,17,108495.0,1844415.0,East,4,6,101985.29999999999
2025-12-17,Mobile,Clothing,124,23396.0,2901104.0,North,4,11,20822.44
2025-12-18,Laptop,Accessories,129,106023.0,13676967.0,East,2,11,94360.47
2025-12-19,Shoes,Accessories,93,13869.0,1289817.0,East,4,20,11095.2
2025-12-20,TV,Electronics,77,37580.0,2893660.0,South,2,6,35325.2
2025-12-21,Tablet,Electronics,72,110877.0,7983144.0,East,1,19,89810.37000000001
2025-12-22,Laptop,Clothing,146,116086.0,16948556.0,East,5,5,110281.7
2025-12-23,Tablet,Electronics,105,48520.0,5094600.0,West,1,17,40271.6
2025-12-24,Tablet,Electronics,102,47614.0,4856628.0,East,3,18,39043.48
2025-12-25,Laptop,Footwear,15,103742.0,1556130.0,North,3,11,92330.38
2025-12-26,Shirt,Electronics,109,15777.0,1719693.0,North,1,5,14988.15
2025-12-27,Watch,Clothing,71,88209.0,6262839.0,South,3,8,81152.28
2025-12-28,Tablet,Electronics,127,55609.0,7062343.0,East,1,7,51716.369999999995
2025-12-29,Laptop,Electronics,33,28825.0,951225.0,South,3,13,25077.75
2025-12-30,Laptop,Footwear,141,81240.0,11454840.0,North,3,14,69866.4
2025-12-31,Bag,Accessories,80,24289.0,1943120.0,East,3,18,19916.980000000003
2026-01-01,Shirt,Electronics,13,36687.0,476931.0,West,5,6,34485.78
2026-01-02,Headphones,Electronics,44,66038.0,2905672.0,West,4,14,56792.68
2026-01-03,Bag,Electronics,29,97199.0,2818771.0,East,4,12,85535.12
2026-01-04,Bag,Accessories,9,110648.0,995832.0,West,4,10,99583.2
2026-01-05,Mobile,Footwear,143,94995.0,13584285.0,East,1,13,82645.65
2026-01-06,Watch,Accessories,128,50338.0,6443264.0,South,5,18,41277.16
2026-01-07,Laptop,Clothing,42,43023.0,1806966.0,South,5,10,38720.700000000004
2026-01-08,Watch,Accessories,76,37408.0,2843008.0,East,1,9,34041.28
2026-01-09,Shoes,Clothing,137,54261.0,7433757.0,South,2,9,49377.51
2026-01-10,Mobile,Clothing,94,30859.0,2900746.0,South,1,15,26230.149999999998
2026-01-11,Headphones,Electronics,41,101576.0,4164616.0,South,3,14,87355.36
2026-01-12,Watch,Electronics,64,32090.0,2053760.0,East,4,7,29843.699999999997
2026-01-13,Pants,Accessories,32,79334.0,2538688.0,East,3,6,74573.95999999999
2026-01-14,Tablet,Accessories,85,47255.0,4016675.0,North,2,15,40166.75
2026-01-15,Shoes,Footwear,118,112469.0,13271342.0,South,2,13,97848.03
2026-01-16,Shirt,Clothing,44,19708.0,867152.0,East,3,5,18722.6
2026-01-17,Headphones,Electronics,49,42487.0,2081863.0,North,1,12,37388.56
2026-01-18,Shoes,Clothing,66,79116.0,5221656.0,East,4,19,64083.96000000001
2026-01-19,Tablet,Electronics,97,27184.0,2636848.0,West,5,15,23106.399999999998
2026-01-20,Mobile,Electronics,119,110369.0,13133911.0,East,1,7,102643.17
2026-01-21,Tablet,Accessories,71,8325.0,591075.0,West,1,6,7825.5
2026-01-22,Bag,Electronics,60,36259.0,2175540.0,West,1,15,30820.149999999998
2026-01-23,Tablet,Electronics,44,69769.0,3069836.0,North,5,13,60699.03
2026-01-24,Bag,Clothing,102,103609.0,10568118.0,West,1,10,93248.1
2026-01-25,Mobile,Electronics,44,17287.0,760628.0,South,3,7,16076.909999999998
2026-01-26,TV,Clothing,95,106637.0,10130515.0,South,2,5,101305.15
2026-01-27,Bag,Accessories,37,115462.0,4272094.0,North,4,20,92369.6
2026-01-28,Shirt,Clothing,10,5904.0,59040.0,South,5,19,4782.240000000001
2026-01-29,Tablet,Accessories,84,60776.0,5105184.0,East,3,20,48620.8
2026-01-30,Tablet,Electronics,96,73584.0,7064064.0,North,5,12,64753.92
2026-01-31,Shirt,Clothing,101,87328.0,8820128.0,West,4,12,76848.64
2026-02-01,Pants,Electronics,63,111479.0,7023177.0,North,2,17,92527.56999999999
2026-02-02,Laptop,Electronics,63,72660.0,4577580.0,West,5,14,62487.6
2026-02-03,TV,Electronics,52,27408.0,1425216.0,South,5,7,25489.44
2026-02-04,Headphones,Electronics,17,118716.0,2018172.0,South,3,18,97347.12000000001
2026-02-05,Bag,Footwear,111,85350.0,9473850.0,East,2,20,68280.0
2026-02-06,Shirt,Clothing,49,66224.0,3244976.0,East,4,11,58939.36
2026-02-07,Mobile,Accessories,93,40082.0,3727626.0,North,1,13,34871.34
2026-02-08,Bag,Clothing,104,26123.0,2716792.0,North,1,15,22204.55
2026-02-09,Laptop,Accessories,11,114244.0,1256684.0,South,1,6,107389.36
2026-02-10,Mobile,Electronics,137,101677.0,13929749.0,North,3,5,96593.15
2026-02-11,Shoes,Electronics,49,29365.0,1438885.0,North,4,20,23492.0
2026-02-12,Tablet,Clothing,62,67403.0,4178986.0,North,1,8,62010.76
2026-02-13,Shoes,Footwear,35,91949.0,3218215.0,West,2,8,84593.08
2026-02-14,Bag,Footwear,27,4314.0,116478.0,East,2,10,3882.6
2026-02-15,Laptop,Clothing,142,65165.0,9253430.0,West,2,13,56693.55
2026-02-16,TV,Electronics,111,36521.0,4053831.0,North,1,5,34694.95
2026-02-17,Bag,Electronics,43,73497.0,3160371.0,East,4,6,69087.18
2026-02-18,Shirt,Electronics,86,96852.0,8329272.0,West,3,10,87166.8
2026-02-19,Watch,Electronics,104,99504.0,10348416.0,North,4,14,85573.44
2026-02-20,Bag,Accessories,6,114142.0,684852.0,West,2,13,99303.54
2026-02-21,Tablet,Footwear,81,25626.0,2075706.0,South,4,9,23319.66
2026-02-22,Tablet,Accessories,16,17972.0,287552.0,East,3,8,16534.24
2026-02-23,Bag,Accessories,43,103954.0,4470022.0,West,5,8,95637.68000000001
2026-02-24,Mobile,Accessories,17,3912.0,66504.0,East,4,12,3442.56
2026-02-25,Watch,Footwear,50,1567.0,78350.0,East,5,12,1378.96
2026-02-26,Shirt,Electronics,117,106693.0,12483081.0,North,3,16,89622.12
2026-02-27,Bag,Accessories,21,107517.0,2257857.0,West,3,5,102141.15
2026-02-28,Mobile,Electronics,108,115342.0,12456936.0,South,4,6,108421.48
2026-03-01,Tablet,Electronics,102,91936.0,9377472.0,East,3,20,73548.8
2026-03-02,Tablet,Electronics,92,52124.0,4795408.0,South,5,11,46390.36
2026-03-03,Laptop,Clothing,113,3926.0,443638.0,East,3,5,3729.7
2026-03-04,Bag,Electronics,74,89352.0,6612048.0,West,2,9,81310.32
2026-03-05,Watch,Electronics,78,27923.0,2177994.0,North,3,9,25409.93
2026-03-06,Pants,Electronics,67,103310.0,6921770.0,South,4,20,82648.0
2026-03-07,Watch,Electronics,64,100694.0,6444416.0,South,2,11,89617.66
2026-03-08,Tablet,Footwear,83,9308.0,772564.0,East,3,13,8097.96
2026-03-09,Tablet,Electronics,41,77914.0,3194474.0,South,1,17,64668.619999999995
2026-03-10,Shoes,Clothing,26,35843.0,931918.0,West,2,20,28674.4
2026-03-11,Tablet,Electronics,100,31524.0,3152400.0,West,4,20,25219.2
2026-03-12,Shirt,Clothing,72,104096.0,7494912.0,West,1,15,88481.59999999999
2026-03-13,Headphones,Electronics,21,83560.0,1754760.0,East,2,14,71861.6
2026-03-14,Bag,Clothing,16,111096.0,1777536.0,West,4,20,88876.8
2026-03-15,Watch,Clothing,149,9127.0,1359923.0,South,5,5,8670.65
2026-03-16,Headphones,Electronics,142,93880.0,13330960.0,North,1,18,76981.6
2026-03-17,Mobile,Clothing,122,96746.0,11803012.0,North,5,18,79331.72
2026-03-18,Pants,Accessories,26,22643.0,588718.0,South,1,15,19246.55
2026-03-19,Shirt,Electronics,124,80173.0,9941452.0,East,5,10,72155.7
2026-03-20,Watch,Electronics,54,63649.0,3437046.0,South,4,13,55374.63
2026-03-21,Headphones,Footwear,18,110034.0,1980612.0,North,3,13,95729.58
2026-03-22,Pants,Electronics,33,105514.0,3481962.0,South,3,9,96017.74
2026-03-23,Shoes,Footwear,129,76943.0,9925647.0,South,2,18,63093.26
2026-03-24,Shirt,Electronics,11,60433.0,664763.0,South,3,8,55598.36
2026-03-25,Shirt,Electronics,33,25737.0,849321.0,West,5,8,23678.04
2026-03-26,Shoes,Footwear,143,101493.0,14513499.0,East,3,5,96418.34999999999
2026-03-27,Bag,Electronics,37,77776.0,2877712.0,East,3,16,65331.84
2026-03-28,Shoes,Footwear,138,107722.0,14865636.0,East,1,12,94795.36
2026-03-29,Shirt,Electronics,115,22812.0,2623380.0,South,1,5,21671.399999999998
2026-03-30,Shirt,Electronics,83,94177.0,7816691.0,North,4,11,83817.53
2026-03-31,Headphones,Accessories,62,6671.0,413602.0,West,3,5,6337.45
2026-04-01,Tablet,Clothing,30,35831.0,1074930.0,West,5,12,31531.28
2026-04-02,Pants,Accessories,33,109197.0,3603501.0,West,1,20,87357.6
2026-04-03,Shoes,Electronics,8,92259.0,738072.0,West,2,17,76574.97
2026-04-04,Pants,Accessories,103,31548.0,3249444.0,West,2,9,28708.68
2026-04-05,Shoes,Electronics,145,64932.0,9415140.0,North,4,7,60386.759999999995
2026-04-06,Mobile,Electronics,43,1377.0,59211.0,North,3,7,1280.61
2026-04-07,Shirt,Clothing,19,4960.0,94240.0,West,4,10,4464.0
2026-04-08,Tablet,Accessories,123,32979.0,4056417.0,North,4,13,28691.73
2026-04-09,Headphones,Electronics,33,21836.0,720588.0,South,5,13,18997.32
2026-04-10,Tablet,Clothing,79,82089.0,6485031.0,South,1,7,76342.76999999999
2026-04-11,Tablet,Accessories,120,53751.0,6450120.0,West,4,12,47300.88
2026-04-12,Tablet,Electronics,36,11756.0,423216.0,West,1,13,10227.72
2026-04-13,Pants,Clothing,134,27798.0,3724932.0,West,3,6,26130.12
2026-04-14,Shoes,Electronics,88,11763.0,1035144.0,West,3,11,10469.07
2026-04-15,TV,Accessories,26,47019.0,1222494.0,South,3,5,44668.049999999996
2026-04-16,Mobile,Electronics,31,109526.0,3395306.0,East,3,19,88716.06000000001
2026-04-17,Watch,Clothing,85,73970.0,6287450.0,North,3,14,63614.2
2026-04-18,Tablet,Electronics,130,91255.0,11863150.0,North,2,14,78479.3
2026-04-19,Bag,Electronics,96,27166.0,2607936.0,East,5,12,23906.08
2026-04-20,Pants,Accessories,25,81909.0,2047725.0,North,5,18,67165.38
2026-04-21,Headphones,Electronics,51,60089.0,3064539.0,West,1,13,52277.43
2026-04-22,Watch,Accessories,105,27187.0,2854635.0,East,3,5,25827.649999999998
2026-04-23,TV,Electronics,88,78914.0,6944432.0,South,5,11,70233.46
2026-04-24,Bag,Electronics,10,105074.0,1050740.0,West,4,5,99820.29999999999
2026-04-25,TV,Accessories,135,58548.0,7903980.0,North,2,13,50936.76
2026-04-26,Watch,Accessories,5,24796.0,123980.0,West,5,20,19836.800000000003
2026-04-27,Tablet,Clothing,62,33374.0,2069188.0,North,3,10,30036.600000000002
2026-04-28,Bag,Footwear,128,64306.0,8231168.0,West,2,11,57232.340000000004
2026-04-29,TV,Footwear,19,107710.0,2046490.0,East,4,15,91553.5
2026-04-30,Headphones,Accessories,68,70167.0,4771356.0,West,1,15,59641.95
2026-05-01,Shoes,Accessories,29,59382.0,1722078.0,South,5,15,50474.7
2026-05-02,Shirt,Electronics,28,93500.0,2618000.0,North,3,14,80410.0
2026-05-03,Shoes,Accessories,16,87363.0,1397808.0,West,5,12,76879.44
2026-05-04,Watch,Accessories,22,39510.0,869220.0,South,1,17,32793.299999999996
2026-05-05,Pants,Electronics,19,56288.0,1069472.0,South,4,13,48970.56
2026-05-06,Shirt,Electronics,31,9106.0,282286.0,West,2,11,8104.34
2026-05-07,Mobile,Electronics,76,37114.0,2820664.0,North,2,20,29691.2
2026-05-08,Headphones,Electronics,64,110550.0,7075200.0,South,2,5,105022.5
2026-05-09,Mobile,Electronics,149,45579.0,6791271.0,North,1,14,39197.94
2026-05-10,Bag,Electronics,97,78812.0,7644764.0,East,2,6,74083.28
2026-05-11,Shirt,Electronics,57,115028.0,6556596.0,South,4,6,108126.31999999999
2026-05-12,Mobile,Electronics,12,37850.0,454200.0,South,1,6,35579.0
2026-05-13,Mobile,Electronics,83,47081.0,3907723.0,East,5,14,40489.659999999996
2026-05-14,TV,Clothing,31,46613.0,1445003.0,West,1,9,42417.83
2026-05-15,Shoes,Electronics,54,6212.0,335448.0,East,1,19,5031.72
2026-05-16,Conditioner,Beauty,1,1449.13,1449.13,East,2,12,1275.2344
2026-05-17,Conditioner,Beauty,1,846.8,846.8,North,4,11,753.6519999999999
2026-05-18,Hair Shampoo,Beauty,5,1136.49,5682.45,North,4,10,1022.841
2026-05-19,Face Scrub,Beauty,5,752.09,3760.45,North,2,8,691.9228
2026-05-20,Body Lotion,Beauty,3,1587.06,4761.18,North,1,13,1380.7422
2026-05-21,Mascara,Beauty,3,341.75,1025.25,East,3,7,317.8275
2026-05-22,Aloe Gel,Beauty,3,162.18,486.54,North,3,9,147.58380000000002
2026-05-23,Compact Powder,Beauty,2,1625.55,3251.1,West,4,19,1316.6955
2026-05-24,Perfume,Beauty,4,606.54,2426.16,South,3,15,515.559
2026-05-25,Body Lotion,Beauty,1,316.71,316.71,North,1,11,281.8719
2026-05-26,Face Cream,Beauty,4,1082.44,4329.76,North,2,11,963.3716000000001
2026-05-27,Conditioner,Beauty,5,269.31,1346.55,South,2,18,220.8342
2026-05-28,Hair Oil,Beauty,1,2233.55,2233.55,North,3,6,2099.5370000000003
2026-05-29,Makeup Remover,Beauty,2,214.9,429.8,East,4,6,202.006
2026-05-30,Kajal,Beauty,3,1510.33,4530.99,West,2,20,1208.264
2026-05-31,Toner,Beauty,3,1180.41,3541.23,East,1,17,979.7403
2026-06-01,Lipstick,Beauty,2,1729.26,3458.52,South,5,9,1573.6266
2026-06-02,Foundation,Beauty,3,921.16,2763.48,North,1,15,782.986
2026-06-03,Sunscreen,Beauty,4,514.35,2057.4,South,4,7,478.3455
2026-06-04,Makeup Remover,Beauty,3,2457.33,7371.99,South,3,16,2064.1571999999996
2026-06-05,Conditioner,Beauty,5,2121.49,10607.45,East,2,8,1951.7707999999998
2026-06-06,Face Cream,Beauty,5,2171.95,10859.75,West,5,19,1759.2794999999999
2026-06-07,Perfume,Beauty,1,738.09,738.09,South,5,20,590.4720000000001
2026-06-08,Toner,Beauty,3,241.26,723.78,East,4,14,207.4836
2026-06-09,Hair Oil,Beauty,1,862.67,862.67,South,2,5,819.5364999999999
2026-06-10,Makeup Remover,Beauty,2,1412.14,2824.28,South,1,7,1313.2902
2026-06-11,Nail Polish,Beauty,3,917.63,2752.89,North,4,15,779.9855
2026-06-12,Conditioner,Beauty,2,2095.49,4190.98,West,1,15,1781.1664999999998
2026-06-13,Body Lotion,Beauty,2,788.13,1576.26,West,1,5,748.7235
2026-06-14,Nail Polish,Beauty,5,2418.34,12091.7,South,1,19,1958.8554000000001
2026-06-15,Primer,Beauty,3,1224.57,3673.71,South,4,6,1151.0957999999998
2026-06-16,Serum,Beauty,1,2128.75,2128.75,South,1,15,1809.4375
2026-06-17,Hair Shampoo,Beauty,3,606.79,1820.37,North,5,15,515.7715
2026-06-18,Serum,Beauty,1,1116.68,1116.68,West,2,5,1060.846
2026-06-19,Body Lotion,Beauty,2,1793.85,3587.7,North,4,18,1470.957
2026-06-20,Nail Polish,Beauty,2,475.13,950.26,South,4,11,422.8657
2026-06-21,Face Wash,Beauty,5,461.95,2309.75,East,4,13,401.8965
2026-06-22,Hair Shampoo,Beauty,5,2428.41,12142.05,East,2,18,1991.2962
2026-06-23,Face Cream,Beauty,1,1829.3,1829.3,North,5,15,1554.905
2026-06-24,Lipstick,Beauty,2,246.51,493.02,East,5,17,204.6033
2026-06-25,Makeup Remover,Beauty,1,1087.23,1087.23,West,2,17,902.4009
2026-06-26,Foundation,Beauty,5,1168.77,5843.85,South,1,15,993.4544999999999
2026-06-27,Makeup Remover,Beauty,2,1898.5,3797.0,South,1,19,1537.785
2026-06-28,Hair Shampoo,Beauty,2,739.52,1479.04,East,1,18,606.4064000000001
2026-06-29,Serum,Beauty,3,583.18,1749.54,North,3,19,472.37579999999997
2026-06-30,Foundation,Beauty,1,340.05,340.05,North,2,13,295.8435
2026-07-01,Foundation,Beauty,2,1156.54,2313.08,South,4,6,1087.1476
2026-07-02,Aloe Gel,Beauty,1,1767.97,1767.97,North,4,16,1485.0948
2026-07-03,Foundation,Beauty,5,286.75,1433.75,West,4,20,229.4
2026-07-04,Hair Shampoo,Beauty,5,2300.75,11503.75,East,2,15,1955.6375
2026-07-05,Toner,Beauty,2,1189.53,2379.06,North,3,5,1130.0535
2026-07-06,Sunscreen,Beauty,2,713.5,1427.0,West,1,17,592.2049999999999
2026-07-07,Hair Shampoo,Beauty,1,370.6,370.6,East,2,7,344.658
2026-07-08,Sunscreen,Beauty,3,579.74,1739.22,North,4,18,475.38680000000005
2026-07-09,Hair Shampoo,Beauty,2,2346.34,4692.68,East,1,9,2135.1694
2026-07-10,Nail Polish,Beauty,2,1649.94,3299.88,East,4,8,1517.9448000000002
2026-07-11,Hair Oil,Beauty,4,1364.24,5456.96,West,1,16,1145.9615999999999
2026-07-12,Serum,Beauty,4,1694.21,6776.84,South,1,6,1592.5574
2026-07-13,Aloe Gel,Beauty,2,1173.83,2347.66,West,3,16,986.0171999999999
2026-07-14,Face Wash,Beauty,3,1865.59,5596.77,South,3,19,1511.1279
2026-07-15,Perfume,Beauty,2,262.13,524.26,North,1,18,214.94660000000002
2026-07-16,Aloe Gel,Beauty,1,1480.19,1480.19,East,3,18,1213.7558000000001
2026-07-17,Mascara,Beauty,4,522.82,2091.28,South,1,20,418.2560000000001
2026-07-18,Body Lotion,Beauty,3,432.39,1297.17,North,1,13,376.1793
2026-07-19,Lipstick,Beauty,3,953.42,2860.26,East,3,15,810.4069999999999
2026-07-20,Foundation,Beauty,5,365.73,1828.65,East,2,17,303.5559
2026-07-21,Compact Powder,Beauty,5,371.27,1856.35,East,2,11,330.4303
2026-07-22,Body Lotion,Beauty,1,881.82,881.82,North,3,19,714.2742000000001
2026-07-23,Hair Oil,Beauty,3,2451.85,7355.55,East,3,8,2255.702
2026-07-24,Sunscreen,Beauty,5,562.03,2810.15,North,3,16,472.10519999999997
2026-07-25,Nail Polish,Beauty,1,190.33,190.33,West,4,9,173.20030000000003
2026-07-26,Hair Oil,Beauty,5,1943.91,9719.55,South,5,10,1749.519
2026-07-27,Hair Shampoo,Beauty,3,2046.25,6138.75,East,5,14,1759.7749999999999
2026-07-28,Body Lotion,Beauty,4,963.82,3855.28,East,2,18,790.3324000000001
2026-07-29,Conditioner,Beauty,5,1241.98,6209.9,South,1,11,1105.3622
2026-07-30,Hair Oil,Beauty,4,1676.97,6707.88,East,4,19,1358.3457
2026-07-31,Face Scrub,Beauty,2,262.94,525.88,East,5,11,234.0166
2026-08-01,Nail Polish,Beauty,1,2380.49,2380.49,East,2,8,2190.0508
2026-08-02,Hair Shampoo,Beauty,1,2233.7,2233.7,North,4,9,2032.667
2026-08-03,Kajal,Beauty,5,763.1,3815.5,West,3,16,641.004
2026-08-04,Mascara,Beauty,3,185.97,557.91,West,1,10,167.373
2026-08-05,Hair Shampoo,Beauty,1,2343.58,2343.58,North,2,18,1921.7356
2026-08-06,Body Lotion,Beauty,5,1327.44,6637.2,North,4,9,1207.9704000000002
2026-08-07,Body Lotion,Beauty,1,1417.54,1417.54,South,1,10,1275.786
2026-08-08,Perfume,Beauty,5,1757.31,8786.55,East,5,11,1564.0058999999999
2026-08-09,Perfume,Beauty,4,1597.25,6389.0,North,1,6,1501.415
2026-08-10,Body Lotion,Beauty,4,2368.15,9472.6,West,5,15,2012.9275
2026-08-11,Perfume,Beauty,5,2368.99,11844.95,East,3,13,2061.0213
2026-08-12,Toner,Beauty,2,2187.92,4375.84,West,1,15,1859.732
2026-08-13,Hair Shampoo,Beauty,4,1645.55,6582.2,West,3,15,1398.7175
2026-08-14,Sunscreen,Beauty,5,2032.23,10161.15,North,5,13,1768.0401
2026-08-15,Face Scrub,Beauty,3,1741.35,5224.05,South,4,14,1497.561
2026-08-16,Compact Powder,Beauty,5,1497.41,7487.05,North,2,6,1407.5654
2026-08-17,Face Cream,Beauty,3,451.98,1355.94,East,2,9,411.3018
2026-08-18,Perfume,Beauty,2,2056.33,4112.66,East,3,13,1789.0071
2026-08-19,Hair Shampoo,Beauty,5,2078.5,10392.5,East,1,13,1808.295
2026-08-20,Conditioner,Beauty,3,1620.96,4862.88,South,2,5,1539.912
2026-08-21,Face Wash,Beauty,4,2078.0,8312.0,East,1,9,1890.98
2026-08-22,Face Wash,Beauty,2,1680.99,3361.98,West,3,8,1546.5108
2026-08-23,Kajal,Beauty,4,635.71,2542.84,North,5,7,591.2103
